song_id,name,isrc
3IdXLONZsekOnl93I/fNgkzjAZKrw2/EOxwyPgVIV6o=,Single Ladies (Put A Ring On It)(單身女郎 (定情戒)),USSM10803760
8OsXpp32oqorzAN4NNkVouaV0I81ddPLZ8DxMRAGJdQ=,說實話,TWUM71600004
jceXeAoNeYd3hRvbWRdqCUinjutJgWRyvPezTymyvTc=,Hymn For The Weekend,GBAYE1500979
gb6kd/+jnW+/Xv+8lrn4lUxT0821LbHFamypEdfeXJY=,無眠,TWF670900210
IomyG8OwXU9lWvede4KdHxtUZ+eppEdusnOCDDok36g=,算什麼男人,TWK971401103
7dUiqNIuyM+aDRJEw3+ZSYydeZGAQ1AAI0eOd0Nzh8c=,Turn up,TWAG11600401
gcqhMI67ktwNMh8MVQdvtDIGD6PIWedZOKhk6qhyjow=,好久不見,HKUM70700735
ih58jIWgit7qPy3VpvbM6E7AIvs57ylCHMVpIl1T+Io=,Don't Leave,GBARL1601799
9V2RTijXkL20OBWglARutH3582df970vwminsxSUeSo=,痴情歌,
gVMhK6OJDb/StOHQX3sRYKYizQT8CeGKOt25QCQcAts=,寂寞邊界,TWA750700810
oDOMnxT3SFCfi2+sC1Sc7Is+1MFMwKpuFHvwVakGLeU=,Right Here – feat. Drake,USUM71205295
ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,Let Me Love You,QMZSY1600015
eMmrZK2gFP6jBBbOB3QjqyIp1E8iYojEdOvnegLT1wQ=,Come Be With Me,TCACO1652224
uP1Z6BQXrVzm5A9ksYwAB/b4Om22G5pIc9iRbRt/SA0=,不是不滿足,TWA771101005
+Vhr141VXQ49Fghf7077mOBx7rm1NvcTQ2Q1UX0wJhM=,Feel The Light,QM5FT1500005
6LdT9BiGIlQ3rJped7PACqnrzstFXz8dXD6MmmsA8uI=,愛情轉移(國),HKUM70600455
H6F2x3RA9aL/6zQCoGysIBFcowaNXxKb2ZjHjMNpgoM=,你是我最親愛的,TWK231104010
cA4FAvY6cnPM8LptxZEGEHSii8w6DbiAkH5Rno0GYKQ=,魔法公主 (もののけ姫-魔法公主),
krx91U740+QJ7IhO7uIxFap7FCLnXIBFQYZ4ix6Ty8o=,Saying Goodbye,USWH19900979
6ViafKBc4v8Br1sy/+B5N2uPtSxnS3MoGi01pikCJ+s=,再見之前,CNZ171600502
9UuT9lTkfhWPLiP1Wj/aN4BQ64Jie99EXMhEwMKwp9U=,超級瑪麗,TWD951043109
1gMQDMDyHzDGazWHBmnaz+RETytnsY7aQWNC8KTWoLE=,Fiction,KRA391100300
ZNX1qg3cr4/ykCcyykD8b6Su63xpIHd7t0cxzO/zqx8=,Crazy In Love,USSM10306794
ePjuPiblKaa1jgXqfB6YyIqCaU67b6XXk8kbIGuc5sI=,Opening,USDJ20400694
jPalRvd//uuueStzfsHArCVsHBe3PrWOIgwZZOcv1s8=,Reciprocate,GBAHT1600492
JA6C0GEK1sSCVbHyqtruH/ARD1NKolYrw7HXy6EVNAc=,愛不需要裝乖 (feat.王詩安) (Love Doesn't Need To Pretend),TWA531579711
SHV52/0W8kZcf3uJZF9+ZP3S5vu2RO4WNGhZ8qQHulU=,再見 (Goodbye),HKI111500002
LBFRdBacp7Ob6Ada2N7uCQ47DhiNT2KjUtwOA7oSm7I=,迷些路 (Lost On The Way),TWA451601607
q5/Vwifgv0SGdEIyiMU2F0pIXkeCIW3w2xB8n4iMoS0=,打鐵,
9Xxvd9J4SpEakcmoYTvt+ekTW15btrc+DKumBSTJZU0=,我懷念的,TWA270614010
eGtHvVLjkIgY1FwRNYlUWGw0rfUNajMg4/dHxWcr0IE=,心‧洞,MYPN11111801
nnRKgHtJj+BpPxc5/gI7trCRzM1uFBlsin1WAnEAk3Q=,If I Meet You Again (feat. Monet),KRA251601723
ENco8vN6JJFWr4n+cZnp0PFJhymQcXbsYgy56a4I9Is=,Don't Let Me Down,USQX91600011
y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,她說,TWB671005201
Aiw4q8x7T+e3eoRQYSjoCuLLqfoqMY9NroCUBPQLchg=,你，好不好,GBLPF0096198
xE9Uec/MD+5VYHerEACM77apSDwdqmMeAVWMBqkXKZk=,Lions in the Wild,TCACO1667693
sTTHnqKJzjNPl0jNYylPG2NN3PzN+Y685m9qteLmfH4=,Happy Xmas (War Is Over),GBAYE1000862
L8qPq0HVTW4G1LHF2YPczKXOay0Cl227c7V3+7vcNAM=,Symphony No. 9 in D minor| 'Choral' Op. 125: I. Allegro ma non troppo| un poco maestoso,GBAYC8801111
Z2Y3t/lsoBgA/2HAfy3UP+QWfdckt9BK2u6n8xwqkng=,將軍令,TWK231488856
Nyr3SeDX449BkRJzhvGZvwOIZFCi69AzTyuD4Wileso=,안좋을때 들으면 더 안좋은 노래,KRA381201044
VlIyAFPCQqDNXN23jKzUrxVmHOCyFZg+9iIzP7gIq9o=,Ring My Bell,KRC211600001
aJlu800SpUPKfaNfnkAbYXmH9UKzf1lvm+eN2P430L4=,沒有如果,TWK230901802
lczbIpibAxkiZLuuE+d45uWe2IAIvEiS905ZM1DWhYw=,Take Me Back,DKAZA1600010
y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,她說,TWB671005201
4brTUuIjK24sVlWzSLLL33b3JbwhNVfaDo7vvBt9FCQ=,突然好想你,TWK230801601
yCPEMVp0cPherNPbh0YlxoT7/KLrqcgaCQGDDxOu4tk=,Where is the love?,TWB511277202
TbeCGa+nSuT/jD6bBVSTQq3FblgaD8JETe8Q5e9PHjo=,熱戀過後,
DLBDZhOoW7zd7GBV99bi92ZXYUS26lzV+jJKbHshP5c=,演員,CNA651500229
EH+nzRuSscqbP1Xd8ulzTMCGLEjqdzdxCaR8Fgyh6VY=,See You Again,USAT21500313
EjdnLfqe5CG+Dxd43yqvYtwLjENVLGCt76B7Aj61QHk=,Mermaid,KRA381601305
caGYYNB9GPDp4LxoGhRhpr/RjUt9Y9af598kPHNWXAI=,默默,TWX351400009
d1R84SFMS1NRcU/vidMAqK+iF7DcO6nXxsYAm9NkjN4=,好朋友的祝福,TWA771201085
DFq6Ng5tHAbmbwCvij0kQxP5jTqO8xSbxCW8uBqat2s=,Look At Me Now,USJI11100017
ooCj38lfAFGYAIKQMA7VuizHb1Ds4SUm78Xlw+odY3E=,Tu ci sei,ITZ040400064
dumhTI5ySp1AF/AWYQXgYztQElAjSAIxhIySC6T/jxk=,Di Da Di (Di Da Di),TWA479801002
4M+VltNjTAtsvqdibl604ljVHHnuwTNh+LYoQbosw40=,人間煙火 (Every day is a miracle),TWD951643102
DyHtKDFSj6jxlka6591e3ksO6L/S9ss9Hzq/q89m9oA=,一個人 (Single),TWA211630913
7vGvrf5l1XzNbeLZXzQgaNvc2VBmncarpN3LQpLUZiY=,我不配,TWK970701307
DLBDZhOoW7zd7GBV99bi92ZXYUS26lzV+jJKbHshP5c=,演員,CNA651500229
axb4vj/oStsnO6g8XyvQpvbbF5s2f5YLTAUeEugu9Yc=,Witchy Woman,USEE11300315
woOlWc20G3D4jgygA0QzsCVcAkZDNjFH6pMfCIg+y7M=,七里香,TWK970400702
0IP8zwyBuhs2WSFu9bKbDGVwEL012JfPFWHr1yCzxf0=,Spotless,NLM5S1600009
DPz/064UMd9CmUMf4ITmIDXDXq0cSCzmMVZvsOOuz2s=,もののけ姫（ヴォーカル）,JPTK09780501
DApZegKGvJI5tSnJH1sQUZ5OkxqkG/qn/Nw32vl7tO4=,4to9,KRB361565813
0X+vjrWsJZQnYa9K14ut70W+3TI3WYYg9SwXfr5LUA8=,我有一段情,
oFoWdrBhm4I3+I0/JeqZxDLdmqkJ6Ew11CaUEZr8+Ak=,漂浪之向,TWV911600007
X96NEF2NcG6gyKVF0+U3H98CgAlgecjthmaqQe0nLPE=,晴天,TWK970300503
reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,帥到分手,TWAG11600306
AxnJSdFWF/yEBP2VvZonrvzTTIiuwdsMXolQFpG71/w=,有些事現在不做 一輩子都不會做了,TWK231105502
RHYhlHXrOXKgo81uuJK0fA/6cTkjp+eO1g7QaV22yt0=,不要再見面 (Broken Heart),TWB511694007
RxCEvZAXgnh1ZDlQBuVb/J9xpnopFSJBaBxLqGZIXSs=,手寫的從前,TWK971401108
BXdDSjbBKQWH7ZJD9/CAeBCO/LfyJCANfK3n0/uIQK8=,Changes,QM2X31600128
acGH/ThCvsGCTTvw3Olj9QMRCkC59GgQpAQiLGO4O3U=,默,QMDA61534983
qDxd3lwutjXsLViD55q7LfG3qHyojN078waf0AkbnQo=,ALONE ARROWS,JPKI01620127
aH2HcECcVs1FsKD749ZWPxkh2Cx/gI9SOzg56HA1LjQ=,Our Song,USCJY0803446
GoLZpHlKWwoXECYoICzDTNSsRR3ozeTaIEKs6rcE3ac=,喜歡你 (Xi Huan Ni),TWA470212006
1OKM59vvglCf6H+pyu+RDPQHQd0URrPduDt9faWUy/0=,重傷,TWA451099701
x6u5YRNWfWRwBSupKIjHonX/pAAr4HtXW4ZUIh7/iPo=,LOSER,KRA401500541
4XRnrURHys43q7zQoY5K3RlslNaG5/tc4MOMNxHaMu4=,HOT PINK,KRA031212546
xB5LAj9iwJS5RfkmB3bTTg30c1ImYfrEH83Vq8Gcs7g=,No Pressure,USUM71516763
4ZISq5iNKgBGGW2OvKBBzBsYXRohcJYFkqx3uVFCAuA=,因你而在 (You N Me),TWA531398014
XWxe7+rLs0baH+eangiT7WmBCVWUerNSu4XLTxxzkiU=,我們青春 (We are  young),TWD631518102
PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,謝謝妳愛我 (Thanks For Your Love),TWA531657203
yQXbv/zexuldY5spcb1QglTMszQpW1adwYPGFATIkA0=,博杯,
QxFA4zB/FxzlnWsnuWTXPJVEQQDP7L5axAJvuSsX9XE=,I Took A Pill In Ibiza,USUM71503636
IkWmgUFkyB9TL2dZPuhTkw6tdRszktHg+0u2kiiqdTw=,不哭了,TWB671317202
ei6FEwRPNCrYU8+h0g+ma54fRTGDgOlwiyEg+sUOW40=,A Thousand Miles,USIR10210955
QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,年輪說,TWUM71600042
G8ItzNhbPs1g0X+IoMtYz0jaIEOqNyRJV1Ld6api4KA=,阿嬤的話,TWF850400108
tobLd6QC6xKMTiwaYz+L3unv43IpV35PME/EvIVOAZI=,I Want It That Way,USJI19910614
wDv/NVu9fYJ5SKey6oIDWbmCh82zk3p6LKzFZubYnlg=,Can't Feel My Face,USUG11500741
yeRWiy1kC+MTI7eGfjJ4pzEV0tJOe4QaaUqx+COGSBc=,叫阮的名,TWB479508111
K42FR1KnATtYXxWEZqXaP51+yXkaHjrYSMZ3d+vobH8=,黑白 (Hei Bai),CNZ411600045
yNZesQPg9n4FuV8hvyXznss+/lAavj59F/IivD4/Oe4=,兩個人 (2 People),TWA451599505
jrfacJFUf7TUXST/aQ8K+8TMCqEwISBeyi5a6COJgqY=,The Christmas Song,US9690909110
t3UNoR7xDJzcK9f+AQ/6yOWYZZuxCv3y+7dTub3ZRS0=,The Life,USSM11601118
or8bLKNgYZJZB5b66vh9jQC8oQCxasGrL05rZVxMq70=,城裡的月光,
14l74VntRsntXcqtVmoxulMoUgCMrK27aq6YCtmo8Ck=,我,TWA450216383
cwzdOoAlwP2AgUSgePv+UwafMqm7v7gJeFARD3rw7gA=,Counting Stars,USUM71301306
SnzbDcqRBuLFSJX7BrDimqDW8/KZ77W5r2Pj72yk5gY=,Old Fashioned Love - You Are My Sunshine,JPTO00600619
04AuiYM7pIH5aXjDzWr4c9QxRBDdO2DD1MOv1ylxLgI=,Medley: Besame Mucho / Somos Novios / Can't Help Falling In Love,ITZ040700162
9CSqD5IFeDBw1Pa30o2SVk8wUUH/r50Aw0mYflgFzlk=,一於奉陪,HKD049701039
g9h+2ic1u/jCUrj6zr5CRqxfGXQH82yqdiY4isV5F7g=,The Girl Is Mine,USSM18200004
rLzXcQvkglqL0HgXy7oi0tjDYfjKDDdh+RgZmY/Xi6w=,是愛還是陪伴,TWA451497803
ImP/1Ep+G60Cf7kqPys6I11Ub1Zxo6WNnuKq5WjVvhg=,當你,TWB671005204
MKhShK3gFhBitqPl5zUpl2F/KX/slzMnaEi6Ra8zI3Q=,How High the Moon,GBURZ1000527
GAXe5pZEvlmhTlmYNZN15vXOge/9zflFJvVn/ov98i4=,包圍,TWF670900205
05aKo1OG4bYVf1TQkanwNIUL7E3nb7vhNYWJTvGFx40=,危險世界,
8Lecz7SF9AaSQAeQ2t8pgKOcRKesYRTBJAGvnBG3aGA=,Redemption,USCM51600073
Yes19FLM4L2VUjovMtnrjJ+6qMhDwW/yUsb2RlgfZaQ=,行李,NLRD51638008
t2d5qNkGJmwQc79h69+h4r/9xgoYlxuOIIjsd+89Zg4=,離人,TWB650100501
L6w2d0w84FjTvFr+BhMfgu7dZAsGiOqUGmvvxIG3gvQ=,好好 (想把你寫成一首歌) (Song About You),TWK231610203
B9wajpFHVy2YtPSfkIgOhrCzQMP5Ol9Ri0OUXbhlty8=,相片,
fEAIgFRWmhXmo6m3ukQeqRksZCcO/7CjkqNckRHiVQo=,皇后區的皇后,TWUM71600104
A1A04ZUa5dvkPMcPmoHkPD5apjQM3KBhVlcL/SR3S7Q=,不快樂,TWA211126302
U9kojfZSKaiWOW94PKh1Riyv/zUWxmBRmv0XInQWLGw=,不該,TWK971601306
WOfQSlzMYTUOab+mK3RdNxy3FBm5ePtQ+yHruHIZYKI=,Secret Paradise,KRA251500938
NOmEEA/1XKHBiSOU8ZZll9fq+KlnnyuTCLf546BwWaI=,Sweet Dreams(甜蜜夢境),USSM10804756
96/kcV3grOwsUat72s1DVKHYJBfA6fp1TPrP4NOhLSo=,24K Magic,USAT21602944
T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,告白氣球,TWK971601308
GW+hC1+eoUktfP7ziZGySvrO6GJGTlbt6ZC4k5KVAjg=,我愛你 你知道嗎? (Do You Know that I love you?),
WrVBxKvotVYzAKxCxNAGssQ1oCgO0gAJ4sNCfhfdfOY=,愛你，不是我的,TWD971500032
aoY394/PzhrT1PuJdGyzD3PbkWXRXrfjKiKka0ilVQw=,鹿港小鎮,TWW851300005
i+VG863+oGmMZQ5T1hnd6jr6D7RgRstsePiUoNNpQUw=,手掌心,TWK231388831
XGZrlrHIrxDDLXqhhXMWE/Y2D+SziAkhtF123XqdXMI=,猜心,TWA459234603
yHpkzPHLQcZIz1yqaimQMaFpTnug/s0+WcWWDL66fA8=,Lydia (Lydia),TWA530410315
CBxOiC24QQYnP4LicfSvPEJfTfzJAqudNLSSnHvK+bE=,當你,TWA770300064
9WLM7T/vChoViLFuw6kjjdHM/3Jmi3tij0KJs5NjQ8U=,You’re Never Over,USUM71015398
Qqx0qq9gZV3CDFJtcLp3xNjW6+lIyMHWUCzdPL0gVvE=,砍掉重練,TWR131203001
A7xWQbpX8PCSanLLOALjd7Y3VR9FJwN7w9076bKxYeM=,LET’S NOT FALL IN LOVE,KRA401500590
0r1CZoEJaOO09Qf7wtGsJg+fkttIe5clz1Dg875117c=,Never Gonna Leave This Bed,USUM71019656
fDBtAj8rHHCQGeSsDEeT0WA3gSp6p7g3z71981gFuQA=,我難過,TWA770200039
Btqm9cMHqnL5yq7vVrH1YPVsRyiUN2TPQfBeRQ16au8=,你愛上的我 (The One You Fall For),TWO171100003
MvTJiPNgF2q+7wgC+8xcUuLVeov0gEQL2ldRRw4z+vw=,不是男人,TWK231205306
esLVtXdGq2bCjwXpc9UqtIVqnSUKIy+LxsgrmBKiywA=,如果從此 (If Only),TWA471412005
VgxAgso9okojvzqYixfj5VZU3thDVMlbLPWIwD0b6XM=,一句愛,TWW471611002
Qt+sfv4DKmrgmmbd6h8Rw8oryyeoW68bp8DHD98nSTs=,讓世界毀滅,TWD951634101
ObVQRhlzMrHpFS/jINhl1zAzWWwpBD8zuovppJ5PLT0=,渾身是勁,TWD951648101
MOXUIT68BKX8FJtaf6+4+NUYEe0F7tu4xj/5BFHWTwM=,睫毛彎彎,TWA770500451
++QfzyM/LiFaCuvkDFK/wJe13ZEMgTgAaVCcolo7nnY=,Like OOH-AHH,US5TA1500093
KPQ62YBb2hYEHEtKr/upyZ/vhdbBRci42j+AjOierEc=,沒有圍牆的世界,HKUM71000580
iQ4cX4/a1zDyRhISiCjYMxSCimCSkshoJkPW/9P7w8Y=,愛太痛,TWF710800044
FynUyq0+drmIARmK1JZ/qcjNZ7DKkqTY6/0O0lTzNUI=,你，好不好？ (How Have You Been?),TWA471602002
fWtBf0GSJnwaWiNisVGnnZjFAT8vmZ8n1SB7FAIlmOQ=,可惜 (Sorry to Say Goodbye),TWA211551801
w/Td3lMd56MVkVwVJZz9xTFNaWzGJYwczZF7+J6+PTs=,三個傻瓜 ,TWK231105505
l7e+xiAZMWsvxysmebUI3sJErWGyDUbIEB1Nq8jtxVc=,真實,HKI490151104
UxlecTuS8HjQUCXQHI7/LjoauHdQFyazr67pX6IM4rA=,1號公路 (Highway No.1),TWR871600201
ljtS2z9UNtDmehbGXWjdi6z1FvznJHN9j3Uk0Nxe+so=,因為你愛我 (Yin Wei Ni Ai Wo),TWA470722016
Pz1TzocJICWjJ33yrQLzr159VoxfYvu9hevIHG6Cft8=,Sister Sara's Theme,USUG11201346
+amt5eUdBh2YrMuumPnG4TOcag/gsPGNFC7h8/ODGNs=,有我在 (I'm With You),HKE671600186
zQ42nV6yi4mJlCn/6KEjm+SP6pEwUsd3P9fpI8tDiWE=,Talk Love,TWA531600513
I5gUfDTTgk2SmvWAqudg5wPBmMsGF9Twy6hZhaPOSO8=,一萬個不回頭的方法 (ten thousand ways of not going back),TW2151620001
XYqcYGSkCv3Gzn6erg0CdjAVkknDsZ+8tgEC5SxFgIc=,你很愛他,TWA530671207
fj7hPk+S8JqQ4plsPsjGShqywNN+6h9YtddR9poTxWM=,原鄉情濃,HKG079800249
QZBAXY6al7xhjD2fxFWxoZYBPwblMjqax0i611tQTjM=,Say Something Loving,UK7MC1600072
GMv4tdBrLamT41aoHbEjYFOtOZtYfjER/Rc9/sJswJs=,你的愛是什麼形狀,HK1031400037
PccAw+SDm+T/pIxa0tAXce5lfScFSWHWOzwCr6dXQw8=,不忘 (Never Forget),TWA471505006
VDstDo5QY4AEUvoEUj2LaAFdHxVqop5kQ+I7YTmEmMQ=,你的愛是什麼形狀,TWAG11600601
eNRFUWV3MjNcUUdbHFf83tEpurTEKYl7+8m9vkWWGQI=,Starships,USCM51200059
+mE+fiwOKnVfnAty+OQHFeBkZRlWgLCDxNtHqdqkycA=,沒離開過,
Wi0kjTBakpXIWBbaT++vmtjDSEo06lhfiVO4KMSF5jc=,City Of Stars,USUG11600656
Q+minHX51E+PXPs1VxkIlW+XhmV9ANm2rchEcZ8Wt9k=,分手後不要做朋友,TWUM71300116
Ejd7trY3fmK7RASlxRG274mAJVVOLGPs2GjjVTIU290=,Big Boys Cry,JPB601301062
U9kojfZSKaiWOW94PKh1Riyv/zUWxmBRmv0XInQWLGw=,不該,TWK971601306
dBblcCblxZ/fqu94pTStU055+hRvF2oiyDEq0qHIfiA=,FXXK IT,HKI491600379
BAOzt4RE8plfZS0SihqmNdHkxJlPCeF0TAEACTehowA=,我很忙,TWA771101000
750RprmFfLV0bymtDH88g24pLZGVi5VpBAI300P6UOA=,FLY OUT,TWA451512031
ofqMCLCMtBo/sFM3e5NR3+lKn1qntdAGhcWGSHvF40o=,隨時都在,TWX351400010
RyIbHTTcQfwf84rzU11DxFB07y3dw55KuY2qnGbm8bw=,Can't Be Tamed,USHR11024938
JgnPCzYs7cnT/mhw1Ga5ZdXcbAClFuo7w72lxISvZNs=,我們在同一個頻率,TWD631416604
JSvhT4io6LGVkNj+BYtIKXBxxtvDxf2AGNdhb1mMcQw=,為你寫詩,TWF710800006
7H2IrlPrvdofbRwMcUZXhdyAwKWYwh6LcMHeqTdEqm8=,BLUE-(冠軍曲),SGA051200108
y+adFKnpIfadSsvE05CkkarBqOsc4NV0dJ/1PfcWPzk=,Blind Love (韓文版),TWA531400003
dPHggLx4W3ZBmqYHQut3zXymSXbAYR28JOEZmkBVKFI=,你為什麼說謊,TWK230902001
rvog3fGTToOyypInaiJP2HfqAW9vdOXiV6sVgyUwSX8=,The Wave,KRA381600652
Qp0lJRFgDvyIEpxzbaSEKxZuso7bC87Bp71PjFh3V0I=,Miss You,JPSR00802285
TKbzC6puIK4v8pNKfsuzZh8vKEr/w51ZIDekTiKMSao=,DamnRa,
vLvRGCAj8JzTLygSB20eqIL6hSTzE7gf4hyYAguZp0k=,珊瑚海,TWK970500912
7zFV1bMlN//PbeZut5RL6SnRlZ7/9nBKIXf/dzhK9kM=,Mercy,USUM71603531
aT15kFUve6UDVOkFpgbzYr6aD7cchbcV6naJdslPHPA=,禮物,TWD950933101
fqdbZhgR/MPkVt2XRe4LvC5FBKzZb3c4XreXYx6V0DE=,走了【台視戲劇[妹妹]主題曲】,TWK231488850
vLvRGCAj8JzTLygSB20eqIL6hSTzE7gf4hyYAguZp0k=,珊瑚海,TWK970500912
a9D+qtp5dkwrzum8olSjfFkceCFE8jK62iJYYW1Bwsk=,說走就走,TWK971601302
qET1d64Au26Q9V77S9svL+OJav9XyyvtCbWjIheMyzs=,明明哪也沒去,
EFLnxRnjLVc4YJ4WvHGPP3S+KW5Y19VWA/ky469TC2A=,鈴鈴,TWA531474112
0oAdi1GOOk2E6F0ObIqIzYS3quhfJUEUrKGfHffE9rk=,崇拜,TWK230700901
UZ3dBhXYs3u2VWiwH9VQYBWnp1hi25EmxuK8JISoSZU=,Uptown Funk,GBARL1401524
w/FxBNzJQST/V+cGmDT0EsGWF21uHaLwCwhERYorKak=,Moon River,JPU901501857
DLBDZhOoW7zd7GBV99bi92ZXYUS26lzV+jJKbHshP5c=,演員,CNA651500229
edlow+cUeR+1RqGQ87VV7D3gqMw0amQYGEZZDm+sm7Q=,不過失去了一點點,TWA211429503
y9Rq6g5e0m073lF291YvrFNvT/6BeFpNtZBtIBKC32o=,Wrecking Ball,USRC11301214
s6aqGtWWZziNHpqzAhXe7lSlZQ60hnp9Xm1tlSM82+g=,牙關,TWA450586302
CTxJ6zORqQ0lzPr9Bbf9xJH/bbsSgkDmJB/Rvtbz9Q4=,Love Forever,HKD250130710
oqR97zcitD7ldhSWa/IWkCUwS+qIbWSwKD+O8NBxAM4=,God Save Us All (Death to POP),USHR21610808
G2CpWWEULnFzDcljZ7ZbPbCAuJgLOTv+elLNcaPTCo4=,ONE TIME (ONE TIME),TWA750200510
A0t3F/l/3A5UvyPnNQNkrwJuW4vH7f/ttZZ9ud7eWx8=,Cold Water,QMUY41600027
8CKnCshQ6/wAJUXU4knU3vdHN/RFQxE3hY473K4AFJw=,爽到你艱苦到我,TWD970300001
iiifj//EcKnociT6W3nBASJygGe/TyFB41UD1bTtnU0=,失落沙洲,TWJ010900404
HqPhe5yibJ22XYUpSj0t6fBezy1jEscmLvrBAVR++JE=,嘿嘿 Taxi,TWA451294112
FEoodLAjOMSYgJ0voazbqZWDKey5dC5XYwIxLWDUWe0=,撐腰,TWEM30815001
ikMwb/NDfdL7ls8LlF1jNBmVFpMO2zf1731s93HBIiw=,GOOD BOY,TWA531401632
/QDDiyMuq5CADu5b9HCMnrQa5/MfP3iEJOKn4GN36b0=,ECHO,KRA300807313
SZo+9Ax4vv954SmTLPyDoYPnM7ElDsa+kQ5NDSG+/Uw=,Berzerk,USUM71311375
7EnDBkQYJpipCyRd9JBsug4iKnfAunUXc14/96cNotg=,聽見下雨的聲音 (演唱：魏如昀),TWL251305201
FLMcXsEduNLwe4UHriMZIiEKENv9qozhj64CaMorf44=,你被寫在我的歌裡,TWF671100103
V/uL/5EdCK+1EQCBqoiFdS1XLJAY5CqSTknQ5Q+FWE8=,起點,TWA210419906
jBZBYugMwHamJngPoHs9LA2Aw0wxRYjZGux/dvYe5EU=,紅塵客棧,TWK971201108
qxDl7URNa8pfCbbdoMNE0cHrU1+hMSIdyqhOGvQo69M=,電影擺渡人主題曲：讓我留在你身邊~原唱作版,TWS831700001
QUkg+mHWe0a4cC3OtXrToucBJhLAGUXQ8E9R+GVoLSs=,躺在你的衣櫃,
ucAsZ2NApZcvzFyhH1himmmRjDJZivc9n2SIX5S/KWs=,家後,TWI431603229
KZ5hwP74wRO6kRapVIprwodtNdVD2EVD3hkZmmyXFPk=,Love Yourself,USUM71516761
UmuS3KqYMZIchptLeL7MuyLLFJv91YnOqBV/Y5MW4a4=,Always In Love (feat. 阿拉鳥) (Always In Love),TWA531584111
bt/FAlG2FCu+gyXE8PATbejp0dJZgzxtAhWM+2pdyBs=,Memories,FRZID0902150
zx4aCmk+b/uPmvESsG8ekvi7qWmifSPNMXg1i8wyG8Q=,寂寞無害 (Harmless Loneliness),TWA471603002
3jM1p/jLKqiw+DegHJ3WtkO8Y6Y7MUWfSQ9cA60LTko=,都對也都錯,TWU971402001
toYUdrvhttKT2JvJXISdbwhhGv3lIa6GL5fFVLcd580=,幸福囉 (Happy Lo),TWEM31202007
+BlpRLDC+LUmqkSRHR78Nm5JyzO68lP8g+iuOuBS/6Q=,対峙,JPS001200220
BAOzt4RE8plfZS0SihqmNdHkxJlPCeF0TAEACTehowA=,我很忙,TWA771101000
J4qKkLIoW7aYACuTupHLAPZYmRp08en1AEux+GSUzdw=,Faded,NOG841549010
Wn5ltxI7NsFk4xGFHOFXv2ajWU9HmuEgDF+xs1EJpFo=,Marry You,USAT21001887
kUk1DOFivM4g5B1k/2G2fIN145htr33eosd0W6Rm8MU=,Only Questions,USNLR1400840
s/ClRxcltwL8vOKm8vSsPFBsOkjeYG5QDMiG0fXyLD4=,然而,TWB839025301
atk19KYpZn/23u5r56F8AKmrlNdl6TvS6H2173e7C6E=,近未來,TWF670900214
YFMxe+jGDWJi8w8yRv50RTVg8yAUQ2mvrPhD2ayh50I=,專屬天使,TWD950627102
Rm/98auv0Zf4pj/FOzp8Ny8duHeOyTmkPenl1L5SMHY=,Bad Boy,TWB519703506
750RprmFfLV0bymtDH88g24pLZGVi5VpBAI300P6UOA=,FLY OUT,TWA451512031
Y/z+Ier18BdFfA9VYneo01g5mmUAuJ5v/DIR0pntKkc=,一個像夏天 一個像秋天,TWA210621702
+VfSWb5odIbZ5aq8BhF4otYpRfQR2AkI2sEGUU/s41M=,缺氧,TWA470715003
gJ9MbzFNRb/bS9shGEULsl7+1UjFsO3cHiQ2qfomNO8=,幸福の泉,TWC010301280
bktn6KYfgcM5ZUYTMGaAxKmzC7GcDA8Qx4ePU1V/gUs=,Medieval Warfare,USAT21601935
47pGFoYi5VTT/WA65+36GhRc8LDZy5sovGCINjrMz7c=,愛情之所以為愛情,TWK230901808
QG1BveNBCBZZ+S/nl/V7DiA4P5VU+KjEbylaqqS3ZnI=,Wait 10 Years| Baby,KRA251600429
Buba78BsLQmI2tXl2sF4bDPHEVpNbDJ0vA2D/LROuuw=,我愛故我在 (I Am Love),HKE051500026
3VkD5ekIf5duJm1hmYTZlXjyl0zqV8wCzuAh3uocfCg=,We Don't Talk Anymore,USAT21502909
4Wqya2VomeHkHhADNkHS1SKUS2yyCOLqseDimmHLbE0=,房間,TWQ371201001
YyXSK6KjOJ7zvslarn7SAxR/D5KiifDFYcFdsCcOrbM=,軋車,TWA459962207
g685OP5tA8PKlfHuEC/fsdtG/KFG0ZIkOJHQzWpzSEM=,Ain't Misbehavin',USFI85400368
VkFkHYEoqN5IQV2NobeWitjVesgdJNUkRVsDmBJAA+U=,Hallelujah,USDW10110179
g0VKuMToB4/UM4Sveqy5IzjnnHAH5yMXnm02jcVxas4=,再痛也沒關係,MYPN11313105
