song_id,song_length,genre_ids,artist_name,composer,lyricist,language
FXHkaymjz7FKTjohHntVDdRKcqpjXygWw2I3bDRjJhs=,133224.0,465,五月天 (Mayday),,,3.0
cgUNDf8hOCB82PMaxCXUyTOFDGlLdvWrUuU7jFkpqio=,224758.0,465,G-DRAGON,TEDDY|  G-DRAGON,TEDDY|  G-DRAGON,31.0
DVb7bEoKVg8/pWIioQmiyErpwWTUDmK7wUrkAx+PN8Y=,174428.0,1259,50 Cent,,,52.0
TA8T+qI4rqZoUI3/TbMBc0wMPz+eilajCK9ypO+KWYU=,221753.0,465,蔡依林 (Jolin Tsai),,,3.0
EvO3z1f/d5qL/SIAONFN00FzMMxiFxihlzLb4PSIuts=,244088.0,458,林采欣 (Bae Lin),林昀辰,吳斌,3.0
Q+72aiAy4/xj1owq+HYXUaWCj1sn8+XiQ8npyLF28ss=,197532.0,465,安心亞 (Amber An),Martin Hansen / Stefan Douglas Hay Olsson,吳易緯,3.0
Y4uFvWnGLhS2kJWrY+jeCCx/mTkJMMLuewwJAe+5Jww=,215457.0,465,蕭亞軒 (Elva Hsiao),,,3.0
rhZ2sGRJUgckfbC+VznwCWRBlo8g48k3GFiFyCw42pM=,207621.0,444,UP10TION,,,31.0
6+Nm7Uo5OIUuETTsVtUOrxEpR9CjSKsBkkaRcIrZ0nU=,201549.0,465,Maroon 5,Adam Levine| Benjamin Levin| Ammar Malik| Johan Karl Schuster,,52.0
8pROAv54MGw7RTcGaPmgh0ZICWToH7IbqmtX8HOftUI=,276035.0,465,FLIGHT,陳瀚,陳瀚,3.0
EMYT6dB2UaahROOVB8Ydxse3FI9hUirVj+4ufHCr2Fg=,246642.0,2122,Golden Slumbers,,,-1.0
aW4Iim7UGqrkNTIvG7j6TuOrfy0mGE8TPZXL1Byl1zQ=,283898.0,465,Wagakki Band (和楽器バンド),鈴華 ゆう子,鈴華 ゆう子,17.0
o9HWMBZMeIPnYEpSuscGoORKE44sj3BYOdvGuIi0P68=,309394.0,458,Eric 周興哲,Eric周興哲,王仲宇/Eric周興哲,3.0
xxMAWk/bdwTww4Ew/dP9iQnzpi3gWys6sCNJVLDKK80=,256626.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
EELIvnP5lcFg+W/XGvKrKj06DhzWRoowEHGGvBGlDkk=,206889.0,458,G.E.M.鄧紫棋,G.E.M. 鄧紫棋| Lupo Groinig| Yoo Hae Jin,G.E.M. 鄧紫棋| 姚若龍,3.0
PCW2Q5Kz/uAKDGU25XJxWcmCzv4oPMDZsHNHMf/avYU=,174288.0,444,gugudan,,,31.0
QPBHGkethuMvPn6D3e2pbXDDfeVT0oQqXv4ChIdvx8o=,196440.0,444,TWICE,Choi Jin Seok| Emmanuel Jimenez| Stacy Hebert| Courtney Woolsey| Ronald 'av' Ndlouv,,31.0
SXEiqb2dnBpo+qTf3cdrrRpUnu4WoODZteQ2nOoC93A=,67918.0,465,林俊傑 (JJ Lin),,,3.0
pYNGjRdwF7vSk8IZFc5doV24nEg22KLMc8UZrXQN4A8=,269328.0,465,趙詠華 (Cyndi Chaw),鄭華娟,鄭華娟,3.0
HOgabMPuZ86OA+2BV7o+Ai+Jd+qWRl2u+bYE48KtuDc=,184842.0,2157,李千娜 (Nana Lee),Adia Chang,,10.0
vYsfhyAJNhvEPrmymGwgHI08ZMKV9r3IPOkf/nwn9yc=,190746.0,1616|1609,Alan Walker,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve| Tommy La Verdi| Magnus Bertelsen| Iselin Solheim,,52.0
6+Nm7Uo5OIUuETTsVtUOrxEpR9CjSKsBkkaRcIrZ0nU=,201549.0,465,Maroon 5,Adam Levine| Benjamin Levin| Ammar Malik| Johan Karl Schuster,,52.0
OYWPCGTxyEGbvm/yFmxGdgltqswKkv6q/NxMoNd1H7o=,193561.0,444,GOT7,Earattack| Yoogeun| Lish,,31.0
g6mcrSF9y7stWQzvBK6VoF65WBPVaJ7dxzWyivGUe3E=,259505.0,465,Robbie Williams,Karl Wallinger,,52.0
oNpGmAwjL3bZ5hYF0DwqvfVP3DmqN6WzbKt4X4rcMkA=,219663.0,139,Beyoncé,Henry Krieger| Scott Cutler| Beyoncé Knowles| Anne Preven,Henry Krieger| Scott Cutler| Beyoncé Knowles| Anne Preven,52.0
woOlWc20G3D4jgygA0QzsCVcAkZDNjFH6pMfCIg+y7M=,297168.0,465,周杰倫 (Jay Chou),周杰倫,方文山,3.0
HbqkjwnnIt6BtfmvVyXTdPHAsFCYxU74sv8+s1lfIwE=,284212.0,2022,RADWIMPS,Yojiro Noda,,17.0
q42qFvywCGdyQw5PykJeTfBeIbbnYhaND0HCd8XExs0=,283846.0,444,AKDONG MUSICIAN (AKMU),Lee Chan Hyuk,Lee Chan Hyuk,31.0
TmNazj1Ro3J6hJYmiAGtU7jj7ON6CVVEZOV2Fi3EEwE=,243461.0,465,蔡健雅 (Tanya Chua),蔡健雅,小寒,3.0
8tdlDacB0JZfSi9HDpOu17ZJfki4v+SUDJVUIK2nyq8=,191007.0,458,高愷蔚 (Ape),Skot Suyama (陶山),庭竹 Ting Suyama,3.0
T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,215144.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
45DGOan+S2RjrPapmnuRmq9k0XC0L0l6E+Ie6LRd2B4=,225384.0,2022,Suzanne Vega,,,52.0
I6WdjbcIr0u46VQhCtW5Tcv7HXJZMUt+u+qIGM3cH5I=,196884.0,465,江美琪 (Maggie chiang),Jr Chin Li,Jr Chin Li,3.0
7vGvrf5l1XzNbeLZXzQgaNvc2VBmncarpN3LQpLUZiY=,288705.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
RQ+8Y6PPHyUKmnhZtCgo0BULmEiV9EndJO223sIEFG0=,277420.0,465,順子 (Shunza),,,3.0
kFx6IW7O34CiWxdfV61/cIjZs57ZasQBPjJQSJk2pk0=,239046.0,465,G.E.M.鄧紫棋,黃家駒,黃家駒,24.0
Emgd0CERNAPKK/IHhw5iTM9USwTHvtmW0MojV5Fb4eY=,263136.0,2157,楊靜,廖偉志,廖偉志,10.0
eoduKUp/BxirdQJ3pd9yIg3AZuN7ZUdaHtyT1304DVY=,278360.0,458,楊丞琳 (Rainie Yang),Jia Wang,,3.0
ncwV+JJSgkIGQXXTnh4DMpi/YF/aSRr3Y6xozX0uaAw=,190537.0,465,CHARLIE PUTH,,,52.0
/70HjygVDhHsKBoV8mmsBg/WduSgs4+Zg6GfzhUQbdk=,262687.0,458,孫盛希 (Shi Shi),孫盛希,Molly Lin (妮可醬)@i-One Music,3.0
UcjD/JCft4oWQhmQyoAiVFSdDgSLPEPjpZiaY4HX9BA=,290795.0,465,五月天 (Mayday),瑪莎,阿信,3.0
J/8oLKAtYjgQvPbCCCp4200+q9QDcOEmA6nIqCWNx6E=,226011.0,465,薛凱琪 (Fiona Sit),Jiang Hai Jia@Public Zoo,Xiao Han,24.0
fg4nlfHIb+NPMAsvZTYBNvn6gKLQjPNkVJZrhHRqB5c=,287764.0,465,吳克群 (Kenji Wu),吳克群,吳克群,3.0
dH55eFBUQGp28tx3Z1FZ3dMfkOJ6PSViL2VOdBTE3PA=,180651.0,465,New Tribute Kings,New Tribute Kings,,52.0
VrmxmMC95PKsdJguL5HaqowQpgo1L69jo8+hhSO4+3Q=,219846.0,465,丁噹 (Della),林邁可,黃婷,3.0
DpMV43WD2Ev8pT8uIcVrfw0tqU4r/T7RQuBhgelYefA=,250540.0,465,蔣卓嘉 (GJ),GJ,李玟萱,3.0
zYKOR3itr7+nUDYGZljP0QgsxnvLHKc5DUkBdh2f8Zw=,285082.0,458,周杰倫 (Jay Chou),周杰倫,徐若瑄,3.0
LjlbLPrUQvUm16cjLJRSbfy5gi09M0rr6MSgPrC6isw=,294266.0,465,羅志祥 (Show Lo),,,3.0
TpnEIpKWZUkCj3L+Lcrt8Y+JVGxnjhtQtDJr1WN+BAA=,259134.0,465,Dr. 蘇盈之 (Soo Wincci),洪俊揚,王雅君,3.0
CfOyUSvBAIGhsUEcZ6hTnWLLaQrDtzVmoIdmIMXBOTA=,255425.0,2022,ONE OK ROCK,,,52.0
PAUqfW/t04RHYS93EnLspUSnBWpKc2KiUnZsVD3TjLY=,260620.0,465,蘇打綠 (Sodagreen),吳青峰,吳青峰,3.0
qslJuonkwhky6nV8i5x3KeimFIwEnWLiJvFO0L19PM0=,183076.0,465,Empire Cast,Mark Knopfler|Matthew Sumner,Mark Knopfler|Matthew Sumner,52.0
X7buZw7YEQfWtkLVuhDM8t4rXD6ViuSiwvhcy6zsjrA=,177946.0,465,白安 (Ann),白安,白安,3.0
3DDdhefbNT4qDObZy7hPfhRdZc6I95WWNbiD4JUww2M=,188995.0,465,Various Artists,VIP,VIP,31.0
E2ioKbe5T4OA/T5Dt/BCtSOoP4GROnAXIwYcBvuyPt8=,293511.0,465,郭靜 (Claire Kuo),張婧,王帥,3.0
rMMSxf5LGtrsRrx7QFQ/YKFLQgu+e/4anZDIesms23w=,194722.0,786,小提琴演奏,,,-1.0
ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,205914.0,1609,DJ Snake,Justin Bieber| William Grigahcine| Andrew Watt| Ali Tamposi| Louis Bell| austin roser| Lumidee Cedeno| Steven Marsden| Teddy Mendez| Edwin Perez| Brian Lee,,52.0
DWBkFM/9um2gkf+jl+UO6KhfKEaCqpapzAoH2FJMXzg=,251611.0,465,莊心妍,林華勇,林華勇/賴劍亮,3.0
GB4Iuq3XO8MqGsI/qjoxE2T0AWy3pqEVy1c/UCbJ3B8=,249010.0,139,The Weeknd,Abel Tesfaye| Ben Diehl| Jason Quenneville| Ahmad Balshe| Danny Schofield| Ali Kocatepe| Sabahattin Ali| Osman Ismen,,52.0
8bfBOmuXQoRHEDMKzaYgfOYEFBNApkUp3i/9ADVcPEY=,257253.0,465,Bii畢書盡+陳勢安+陳彥允+李玉璽,陳彥允,陳彥允,3.0
668yKmgsC8bh/RvuS1qx5hS0pw2WgUCpF8Un7XWglFE=,227840.0,1609,Jess Glynne,Grace Chatto| James Napier,,52.0
NevP3UESU9O78jplmv9o5m9gN8ntZWXwD7l7VuIM4X8=,193515.0,465,曾沛慈 (Pets Tseng),葉翊忻,葉翊忻,3.0
3IdXLONZsekOnl93I/fNgkzjAZKrw2/EOxwyPgVIV6o=,193143.0,465,Beyoncé,,,52.0
8OsXpp32oqorzAN4NNkVouaV0I81ddPLZ8DxMRAGJdQ=,229877.0,458,李千娜 (Nana Lee),Jun Wei Zhang Jian,,3.0
jceXeAoNeYd3hRvbWRdqCUinjutJgWRyvPezTymyvTc=,258847.0,359,Coldplay,,,52.0
gb6kd/+jnW+/Xv+8lrn4lUxT0821LbHFamypEdfeXJY=,226429.0,465,蘇打綠 (Sodagreen),史俊威,吳青峰/林暐哲,3.0
IomyG8OwXU9lWvede4KdHxtUZ+eppEdusnOCDDok36g=,289436.0,458,周杰倫 (Jay Chou),周杰倫,周杰倫,3.0
7dUiqNIuyM+aDRJEw3+ZSYydeZGAQ1AAI0eOd0Nzh8c=,221100.0,458,周湯豪 (NICKTHEREAL),周湯豪,周湯豪,3.0
gcqhMI67ktwNMh8MVQdvtDIGD6PIWedZOKhk6qhyjow=,248639.0,465,陳奕迅 (Eason Chan),Xiao Xia Chen,,3.0
ih58jIWgit7qPy3VpvbM6E7AIvs57ylCHMVpIl1T+Io=,214726.0,465,Snakehips| MØ,Oliver Dickinson| James David| Joe Janiak| Negin Djafari| Rachel Keen| Karen Ørsted,Oliver Dickinson| James David| Joe Janiak| Negin Djafari| Rachel Keen| Karen Ørsted,52.0
9V2RTijXkL20OBWglARutH3582df970vwminsxSUeSo=,275226.0,465,孫淑媚 (May sun),,,10.0
gVMhK6OJDb/StOHQX3sRYKYizQT8CeGKOt25QCQcAts=,302184.0,465,周傳雄 (Steve Chou),,,3.0
oDOMnxT3SFCfi2+sC1Sc7Is+1MFMwKpuFHvwVakGLeU=,204173.0,465,Justin Bieber,,,52.0
ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,205914.0,1609,DJ Snake,Justin Bieber| William Grigahcine| Andrew Watt| Ali Tamposi| Louis Bell| austin roser| Lumidee Cedeno| Steven Marsden| Teddy Mendez| Edwin Perez| Brian Lee,,52.0
eMmrZK2gFP6jBBbOB3QjqyIp1E8iYojEdOvnegLT1wQ=,213716.0,139|125|109,Kerry Thomas,,,52.0
uP1Z6BQXrVzm5A9ksYwAB/b4Om22G5pIc9iRbRt/SA0=,295706.0,465,A-Lin,,,3.0
+Vhr141VXQ49Fghf7077mOBx7rm1NvcTQ2Q1UX0wJhM=,291456.0,465,Jennifer Lopez,Tor Erik Hermansen|Mikkel S. Eriksen|Kiesa Rae Ellestad,,52.0
6LdT9BiGIlQ3rJped7PACqnrzstFXz8dXD6MmmsA8uI=,257555.0,465,陳奕迅 (Eason Chan),Christopher Chak,,3.0
H6F2x3RA9aL/6zQCoGysIBFcowaNXxKb2ZjHjMNpgoM=,274181.0,465,MP魔幻力量 (Magic Power),,,3.0
cA4FAvY6cnPM8LptxZEGEHSii8w6DbiAkH5Rno0GYKQ=,188813.0,786|947,噓，龍貓睡著了,,,-1.0
krx91U740+QJ7IhO7uIxFap7FCLnXIBFQYZ4ix6Ty8o=,294568.0,2122,The Braxton Brothers,,,-1.0
6ViafKBc4v8Br1sy/+B5N2uPtSxnS3MoGi01pikCJ+s=,240326.0,458,張韶涵 (Angela Chang),Sorvaag| Hanne/Hansen| Martin,OA:Sorvaag| Hanne/Hansen| Martin \SA：吳易緯@植光土壤,3.0
9UuT9lTkfhWPLiP1Wj/aN4BQ64Jie99EXMhEwMKwp9U=,282144.0,465,田馥甄 (Hebe),梁永泰(Terrytyelee)+王知音,藍小邪,3.0
1gMQDMDyHzDGazWHBmnaz+RETytnsY7aQWNC8KTWoLE=,234521.0,1609,BEAST,Kyu Sung Choi| S.Tiger,,31.0
ZNX1qg3cr4/ykCcyykD8b6Su63xpIHd7t0cxzO/zqx8=,249217.0,465,Beyoncé,Beyoncé Knowles|Rich Harrison|Eugene Record|Shawn Carter,Beyoncé Knowles|Rich Harrison|Eugene Record|Shawn Carter,52.0
ePjuPiblKaa1jgXqfB6YyIqCaU67b6XXk8kbIGuc5sI=,110341.0,465,Hikaru Utada (宇多田ヒカル),Utada,,52.0
jPalRvd//uuueStzfsHArCVsHBe3PrWOIgwZZOcv1s8=,206706.0,465,Rationale,Dan Traynor| Tinashe Fazakerley| Alex Burnett,,52.0
JA6C0GEK1sSCVbHyqtruH/ARD1NKolYrw7HXy6EVNAc=,232333.0,465,謝和弦 (R-chord),Skot Suyama,Chen Tian You| R-Chord,3.0
SHV52/0W8kZcf3uJZF9+ZP3S5vu2RO4WNGhZ8qQHulU=,205949.0,465,G.E.M.鄧紫棋,G.E.M. 鄧紫棋,G.E.M. 鄧紫棋,3.0
LBFRdBacp7Ob6Ada2N7uCQ47DhiNT2KjUtwOA7oSm7I=,262164.0,458,孫盛希 (Shi Shi),孫盛希 / MATZKA,林婉瑜,3.0
q5/Vwifgv0SGdEIyiMU2F0pIXkeCIW3w2xB8n4iMoS0=,202318.0,465|1259,玖壹壹,陳皓宇,廖建至,3.0
9Xxvd9J4SpEakcmoYTvt+ekTW15btrc+DKumBSTJZU0=,289018.0,465,孫燕姿 (Yanzi Sun),,,3.0
eGtHvVLjkIgY1FwRNYlUWGw0rfUNajMg4/dHxWcr0IE=,276480.0,465,陳勢安 (Andrew Tan),,,3.0
nnRKgHtJj+BpPxc5/gI7trCRzM1uFBlsin1WAnEAk3Q=,268721.0,444,GFRIEND SinB| Green Cacao,Oh Joon Sung,KIM YU KYUNG,31.0
ENco8vN6JJFWr4n+cZnp0PFJhymQcXbsYgy56a4I9Is=,208692.0,1609,The Chainsmokers,Andrew Taggart| Emily Warren| Scott Harris,Andrew Taggart| Emily Warren| Scott Harris,52.0
y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,320470.0,465,林俊傑 (JJ Lin),林俊傑,孫燕姿/易家揚,3.0
Aiw4q8x7T+e3eoRQYSjoCuLLqfoqMY9NroCUBPQLchg=,279289.0,465,Jason Chen,周興哲,周興哲，吳易緯,52.0
xE9Uec/MD+5VYHerEACM77apSDwdqmMeAVWMBqkXKZk=,211858.0,1609,Martin Garrix| Third Party,,,52.0
sTTHnqKJzjNPl0jNYylPG2NN3PzN+Y685m9qteLmfH4=,213623.0,2022,John Lennon,John Lennon| Yoko Ono,,52.0
L8qPq0HVTW4G1LHF2YPczKXOay0Cl227c7V3+7vcNAM=,989309.0,958,Ludwig Van Beethoven,Ludwig Van Beethoven,,-1.0
Z2Y3t/lsoBgA/2HAfy3UP+QWfdckt9BK2u6n8xwqkng=,218697.0,465,五月天 (Mayday),阿信,阿信,3.0
Nyr3SeDX449BkRJzhvGZvwOIZFCi69AzTyuD4Wileso=,233351.0,444,Hyungdon & Daejune,,,31.0
VlIyAFPCQqDNXN23jKzUrxVmHOCyFZg+9iIzP7gIq9o=,205635.0,921,Suzy Bae,Kim Ji Su,Kim Ji Su,31.0
aJlu800SpUPKfaNfnkAbYXmH9UKzf1lvm+eN2P430L4=,267389.0,465,梁靜茹 (Fish Leong),Soulja,Soulja / 改編詞：嚴爵,3.0
lczbIpibAxkiZLuuE+d45uWe2IAIvEiS905ZM1DWhYw=,178782.0,465,Christopher,Christopher Lund Nissen| Jayrah Gibson| Jussifer| Tom Stræte Lagergren (Matoma),Christopher Lund Nissen| Jayrah Gibson| Jussifer| Tom Stræte Lagergren (Matoma),52.0
y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,320470.0,465,林俊傑 (JJ Lin),林俊傑,孫燕姿/易家揚,3.0
4brTUuIjK24sVlWzSLLL33b3JbwhNVfaDo7vvBt9FCQ=,265822.0,465,五月天 (Mayday),阿信,阿信,3.0
yCPEMVp0cPherNPbh0YlxoT7/KLrqcgaCQGDDxOu4tk=,290795.0,465,鄧福如,,,3.0
TbeCGa+nSuT/jD6bBVSTQq3FblgaD8JETe8Q5e9PHjo=,214622.0,465,莊心妍,林華勇,林華勇,3.0
DLBDZhOoW7zd7GBV99bi92ZXYUS26lzV+jJKbHshP5c=,261224.0,465,薛之謙,薛之謙,薛之謙,3.0
EH+nzRuSscqbP1Xd8ulzTMCGLEjqdzdxCaR8Fgyh6VY=,229537.0,1259,Wiz Khalifa,,,52.0
EjdnLfqe5CG+Dxd43yqvYtwLjENVLGCt76B7Aj61QHk=,206994.0,444,GFRIEND,,,31.0
caGYYNB9GPDp4LxoGhRhpr/RjUt9Y9af598kPHNWXAI=,262687.0,465,品冠 (Victor Wong),蕭煌奇,黃俊郎,3.0
d1R84SFMS1NRcU/vidMAqK+iF7DcO6nXxsYAm9NkjN4=,246410.0,465,A-Lin,金大洲,鄔裕康,3.0
DFq6Ng5tHAbmbwCvij0kQxP5jTqO8xSbxCW8uBqat2s=,222447.0,139|125|109,Chris Brown,,,-1.0
ooCj38lfAFGYAIKQMA7VuizHb1Ds4SUm78Xlw+odY3E=,285791.0,465,Andrea Bocelli,Francesco Sartori| Lucio Quarantotto,,52.0
dumhTI5ySp1AF/AWYQXgYztQElAjSAIxhIySC6T/jxk=,270404.0,465,李玟 (CoCo Lee),Chien Yao,Maria Montell,3.0
4M+VltNjTAtsvqdibl604ljVHHnuwTNh+LYoQbosw40=,245446.0,458,田馥甄 (Hebe),文慧如,施人誠,3.0
DyHtKDFSj6jxlka6591e3ksO6L/S9ss9Hzq/q89m9oA=,229773.0,465,韋禮安 (William Wei),韋禮安,韋禮安,3.0
7vGvrf5l1XzNbeLZXzQgaNvc2VBmncarpN3LQpLUZiY=,288705.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
DLBDZhOoW7zd7GBV99bi92ZXYUS26lzV+jJKbHshP5c=,261224.0,465,薛之謙,薛之謙,薛之謙,3.0
axb4vj/oStsnO6g8XyvQpvbbF5s2f5YLTAUeEugu9Yc=,250984.0,465,Eagles,,,52.0
woOlWc20G3D4jgygA0QzsCVcAkZDNjFH6pMfCIg+y7M=,297168.0,465,周杰倫 (Jay Chou),周杰倫,方文山,3.0
0IP8zwyBuhs2WSFu9bKbDGVwEL012JfPFWHr1yCzxf0=,195030.0,1616,Martin Garrix,Martijn Garritsen| Jobke Heiblom,Martijn Garritsen| Jobke Heiblom,52.0
DPz/064UMd9CmUMf4ITmIDXDXq0cSCzmMVZvsOOuz2s=,212114.0,921,ジブリサウンドトラック,久石譲 (Joe Hisaishi),宮崎駿 (Hayao Miyazaki),17.0
DApZegKGvJI5tSnJH1sQUZ5OkxqkG/qn/Nw32vl7tO4=,278465.0,1609,Nujeel,Nujeel,,31.0
0X+vjrWsJZQnYa9K14ut70W+3TI3WYYg9SwXfr5LUA8=,203360.0,465,尤雅,,,3.0
oFoWdrBhm4I3+I0/JeqZxDLdmqkJ6Ew11CaUEZr8+Ak=,267072.0,458,輕晨電 (Morning Call),隋玲 孟書 小英,孟書 隋玲,3.0
X96NEF2NcG6gyKVF0+U3H98CgAlgecjthmaqQe0nLPE=,269688.0,458,周杰倫 (Jay Chou),周杰倫,周杰倫,3.0
reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,219324.0,458,周湯豪 (NICKTHEREAL),周湯豪,周湯豪\崔惟楷,3.0
AxnJSdFWF/yEBP2VvZonrvzTTIiuwdsMXolQFpG71/w=,227892.0,465,五月天 (Mayday),怪獸,阿信,3.0
RHYhlHXrOXKgo81uuJK0fA/6cTkjp+eO1g7QaV22yt0=,270419.0,458,田亞霍 (Elvis),田亞霍,田亞霍\高郁潔,3.0
RxCEvZAXgnh1ZDlQBuVb/J9xpnopFSJBaBxLqGZIXSs=,297482.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
BXdDSjbBKQWH7ZJD9/CAeBCO/LfyJCANfK3n0/uIQK8=,234814.0,1609,Mutemath,Paul Meany| Darren King| Roy Mitchell-Cardenas| Todd Gummerman| Eric Disero,Paul Meany| Darren King| Roy Mitchell-Cardenas| Todd Gummerman| Eric Disero,52.0
acGH/ThCvsGCTTvw3Olj9QMRCkC59GgQpAQiLGO4O3U=,233743.0,465,牟茗,,,3.0
qDxd3lwutjXsLViD55q7LfG3qHyojN078waf0AkbnQo=,222197.0,437,Nana Mizuki (水樹奈々),Yu-Pan,Fujibayashi Seiko,17.0
aH2HcECcVs1FsKD749ZWPxkh2Cx/gI9SOzg56HA1LjQ=,199877.0,465|1011,Taylor Swift,Taylor Swift,,52.0
GoLZpHlKWwoXECYoICzDTNSsRR3ozeTaIEKs6rcE3ac=,188395.0,458,可米小子,Zhong-Yi Chen,Zhong-Yi Chen,3.0
1OKM59vvglCf6H+pyu+RDPQHQd0URrPduDt9faWUy/0=,242102.0,465,林凡 (Freya Lim),Adrian Fu,魯維孝,3.0
x6u5YRNWfWRwBSupKIjHonX/pAAr4HtXW4ZUIh7/iPo=,219402.0,465,BIGBANG,,,31.0
4XRnrURHys43q7zQoY5K3RlslNaG5/tc4MOMNxHaMu4=,200724.0,444,EXID,STIGER| BEOM&NANG| LE(EXID)| Upperkut,STIGER| BEOM&NANG| LE(EXID)| Monster Factory| LEONA,31.0
xB5LAj9iwJS5RfkmB3bTTg30c1ImYfrEH83Vq8Gcs7g=,286812.0,465,Justin Bieber,Justin Bieber| Jimmy Giannos| Dominic Jordan| Jason Boyd| Sean Anderson,,52.0
4ZISq5iNKgBGGW2OvKBBzBsYXRohcJYFkqx3uVFCAuA=,265743.0,465,林俊傑 (JJ Lin),JJ Lin,Wang Ya Jun,3.0
XWxe7+rLs0baH+eangiT7WmBCVWUerNSu4XLTxxzkiU=,228101.0,465,Bii畢書盡+陳勢安+陳彥允+李玉璽,李玉璽,李玉璽,3.0
PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,227343.0,465,謝和弦 (R-chord),R-chord,R-chord,3.0
yQXbv/zexuldY5spcb1QglTMszQpW1adwYPGFATIkA0=,296228.0,465,江蕙 (Jody Jiang),陳子鴻,武雄,10.0
QxFA4zB/FxzlnWsnuWTXPJVEQQDP7L5axAJvuSsX9XE=,280775.0,430,Mike Posner,Mike Posner,,52.0
IkWmgUFkyB9TL2dZPuhTkw6tdRszktHg+0u2kiiqdTw=,249521.0,465,BY2,吳振豪,吳劍泓/Mr Mars/王帥/吳振豪,3.0
ei6FEwRPNCrYU8+h0g+ma54fRTGDgOlwiyEg+sUOW40=,237400.0,465,Vanessa Carlton,Vanessa Carlton,,52.0
QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,266448.0,458,楊丞琳 (Rainie Yang),Yu Jie Zheng,,3.0
G8ItzNhbPs1g0X+IoMtYz0jaIEOqNyRJV1Ld6api4KA=,284839.0,465,蕭煌奇 (Ricky Hsiao),蕭煌奇,蕭煌奇,10.0
tobLd6QC6xKMTiwaYz+L3unv43IpV35PME/EvIVOAZI=,213739.0,465,Backstreet Boys,,,52.0
wDv/NVu9fYJ5SKey6oIDWbmCh82zk3p6LKzFZubYnlg=,213437.0,139,The Weeknd,Ali Payami| Max Martin| Peter Svensson| Abel Tesfaye| Savan Kotecha,,52.0
yeRWiy1kC+MTI7eGfjJ4pzEV0tJOe4QaaUqx+COGSBc=,376084.0,465,巫啟賢 (Eric Moo),Wu Qi Xian,He Qi Hong,3.0
K42FR1KnATtYXxWEZqXaP51+yXkaHjrYSMZ3d+vobH8=,222563.0,,張瑋,Eric Chou,Rui-Ye,3.0
yNZesQPg9n4FuV8hvyXznss+/lAavj59F/IivD4/Oe4=,255456.0,921|458,Various Artists,io樂團 Hans,衛斯理\黃鴻升,3.0
jrfacJFUf7TUXST/aQ8K+8TMCqEwISBeyi5a6COJgqY=,202385.0,2022,Shirley Grimes,,,52.0
t3UNoR7xDJzcK9f+AQ/6yOWYZZuxCv3y+7dTub3ZRS0=,200907.0,465,Fifth Harmony,Tinashe Kachingwe| Alexander Kronlund| Lukas Loules,Tinashe Kachingwe| Alexander Kronlund| Lukas Loules,52.0
or8bLKNgYZJZB5b66vh9jQC8oQCxasGrL05rZVxMq70=,260075.0,465,呂建中 (Tank),,,3.0
14l74VntRsntXcqtVmoxulMoUgCMrK27aq6YCtmo8Ck=,272230.0,465,五月天 (Mayday),,,3.0
cwzdOoAlwP2AgUSgePv+UwafMqm7v7gJeFARD3rw7gA=,257184.0,465,OneRepublic,Ryan Tedder,,52.0
SnzbDcqRBuLFSJX7BrDimqDW8/KZ77W5r2Pj72yk5gY=,210233.0,2122,Lisa Ono (小野リサ),R.C.McPherson| James P. Johnson| Jimmy H Davis| Charles Mitchell,,52.0
04AuiYM7pIH5aXjDzWr4c9QxRBDdO2DD1MOv1ylxLgI=,375978.0,465,Andrea Bocelli,Armando Mazanero| Consuelo Velazquez| Luigi Creatore| Hugo Peretti| George Weiss,,52.0
9CSqD5IFeDBw1Pa30o2SVk8wUUH/r50Aw0mYflgFzlk=,260607.0,465,鄭伊健 (Ekin Cheng),劉祖德,林振強,3.0
g9h+2ic1u/jCUrj6zr5CRqxfGXQH82yqdiY4isV5F7g=,221239.0,465,Michael Jackson,,,52.0
rLzXcQvkglqL0HgXy7oi0tjDYfjKDDdh+RgZmY/Xi6w=,244297.0,465,孫盛希 (Shi Shi),韋禮安,林建良,3.0
ImP/1Ep+G60Cf7kqPys6I11Ub1Zxo6WNnuKq5WjVvhg=,251193.0,465,林俊傑 (JJ Lin),林俊傑,張思爾,3.0
