msno,city,bd,gender,registered_via,registration_init_time,expiration_date
mgV5WgO94yVdXXPGlEcMYSyddB77AkM7e4rp8VJoX70=,13,21,female,3,20130402,20171005
mIfM6tSYulw3+pxzoNbCfbGiPrLkQfCQKh5JV3+Hj8g=,1,0,,13,20160903,20171002
isppOR2I0PS42eDcZu3jB5i9cnaiKJjpxdrcv1Ituac=,1,0,,7,20141024,20170917
n/mCNpMGmq4Npm0S91zUe0yc5PlksYFkskKszA32/JA=,8,21,female,9,20150710,20180130
V5U4EGk2kaSKaUGSwhU6g3HBefxflEvAy1vWPu6UBQs=,1,0,,7,20130820,20170909
zRbSq2fjooOz7MWRkDt9Dst97Te59nxwzGy9q2c6PZo=,15,0,,9,20150704,20170910
wBKCXatcthLh1qmi8giQbHR/81fv1OpdcUi357KBtWk=,5,46,male,3,20140511,20170918
BzwM0/cd/I929129juCXRoYi/PGNju4BKsRhy82ePSA=,5,0,,7,20141028,20171008
qujk/BeehJv982ABJKRhBUFkNRkmuLiCClTq83KIMyQ=,13,0,,4,20160207,20180615
/rUZFrV2yC+UKbqVgz9lfO6oLtLKRT04gevIgMDb6iQ=,1,0,,7,20151115,20170212
rT3QKi0e3th/xui5K9gNSV+WtOh0mJeVUgrnNQBM5vE=,15,24,male,9,20160914,20170909
k69CxvgPX5k06ZA7tG6YM18FheJ/rtOsISeQ8jkqA/4=,1,0,,7,20120706,20170914
CLA1lUzSuotN/IST3UujAgYTCta7lCaktdZ0ZWr/TKk=,1,0,,7,20100918,20171008
+iNONM0zRhrm27/LkL1KPX5B7emXOb56Grvbt6B9KRc=,5,21,female,3,20120715,20170310
gNqpBxDbTlhvjHhGUzkOXI7uwdcMfsUjThCFibPphkQ=,22,23,male,9,20100627,20170930
TgrfaI5fxe2nPC6axLYp48Ht3YosHcKwZpCAA0rL1FQ=,15,27,male,9,20140219,20170922
X9oY/PaFSSHUry1hcOZtZezLTv9lQmd1KZNqCY0IWQM=,5,0,,3,20121225,20170921
3f7F+EbZOzLETluk6RKKXB6C2naG8FneXqj+C0n7ibU=,1,0,,7,20140120,20170908
0D+9iiB5E2zcWdnMf6BmwoihK+oIqsnRvDog21wHnec=,5,25,male,7,20111208,20171008
SwGDmO30WlVSYVDbkl+jEpjc+4+xCMZ37JpSzxGkU1c=,13,0,,9,20130222,20171126
BRKZXqivGh/xZDattzGlSPVHlM0o+qZOngOvp+ViUmo=,1,0,,7,20121104,20171003
/LxsvUP+iMKj4PYOVXb9Z0lXnaP5nXiLGuSvxJi1o7U=,1,0,,3,20130721,20171004
bdWQGPbkr5PFot+KUGc4Rs/G6gxrd4IFNvby0YDJ7Qg=,6,32,female,9,20040919,20171020
jkscttXIcNLuDqvjO/+M2xVs5SUGETxqpSm0QRC34x4=,5,16,female,4,20151101,20171011
3/sRg1lRW0zPUGH6o7caqKtR+FpRe71CUD1wd6ZyCoo=,1,0,,7,20150908,20171006
/LxsvUP+iMKj4PYOVXb9Z0lXnaP5nXiLGuSvxJi1o7U=,1,0,,3,20130721,20171004
Oj476+CabKBqfgd3ktTUQ8XZ9G/+ZD8Oqw43vmPznt4=,14,0,female,7,20140307,20170727
9gDnUzbPE6ids7Ig6XAnOWDMpWs5IBWdLbDnJTvyowE=,4,18,female,3,20150130,20171011
nss0BubpOpMTQ3hMgNFaPnAWje+dExyBelqky0+oF9E=,1,0,,4,20161116,20170925
827F6DvpFC8W6H4HgaAjMWyIq8t53wpJVRvxRPLTHcs=,4,28,male,9,20081130,20170930
2/VuGKHdh0akyWnPveJL7h0Amv5fa4FBYHn90VGyMyU=,13,28,female,9,20070919,20171014
l49SPru9KzNKnBIziaT8bLbSgkIaMiFIq4K1ixT7VF8=,1,0,,7,20150903,20170909
W1K8rAPMoWMSaRYs/z/+uRpJ/EQyTYkqQjqNKNIX18A=,4,31,female,9,20110427,20180218
08sWvzS2VVyKAVQRi6z4gxGxRQ0YQM0BXsXdVEKuzSQ=,18,33,male,9,20160122,20170213
lxGCZ0PZDiumtBLvB/3gzXIknZ+o5ICnL/2vbk6Ci5c=,1,0,,7,20131212,20170930
WaUCPwCn5CTVdoPCpKQdxjjuvuVlOuBzUsZIP4F/PaI=,15,19,female,3,20130207,20170819
VBSxWyCqst6PKalxPy6nHoAMBeSyhtKNlOM3NnN7NtQ=,13,25,female,3,20121125,20170810
HyAY+ez9cAUp3fD9iTqAFCm38V7mzY5n39iZes2vz2c=,13,16,male,4,20170112,20170709
Je+AoNvumKGhERER3j1ZKUrLgUxnPHX70u/kxjrpWuw=,4,28,male,9,20070625,20180416
8A47sKGKyUF7z9LWDnqc6LXjyzvGOAR54xWNJCP0Tl8=,22,27,male,9,20130108,20171009
elW1mavaPWp3u3nciJ9ejlCFoQDVMkiIKlWyw0qHJak=,22,25,male,9,20110516,20171005
2CS/Ja6N9WBrAlNfvv7VKUGxzPsK6x11L7zrzM2mBuY=,9,24,male,7,20131106,20170930
QC7Vw9wdSkTmIqUvxGURyy/5yU2imqKlJKQICUvG4TM=,22,22,male,9,20070426,20170930
+4xaTltGXsNattBO89s5blOroev2V5i1M1kP0ZJpkyA=,13,23,female,9,20130620,20171009
m/BvD5nDtXArjjmWO52eMdcSlc0fehMNJaCB8aWgSt0=,1,25,male,7,20141020,20170916
LxcA2xKDVPxK+9KfgH2f9oAm6KXDjNPVuUiIiYYzMww=,13,24,male,9,20070131,20170930
5DQDcoAktYDfnlFU2k/k4pfcwbZIXRKQ/1+pgAhZqvA=,9,35,female,7,20110428,20171004
qewMAA6kYEyyU7deA8TRkcEdxESsGIw7hcpP/SjW88w=,21,24,female,4,20160121,20180525
OUCwoGA4RhI72Uxj7AUBU7ctLWu5678jT6lNDlIZP94=,15,28,female,9,20110720,20171227
Bv2GGKNJqeycFyiv4goDZkkIgqZjovwlBhQt+frpSRg=,18,36,male,9,20050327,20180123
C3EZ5oh7XDt5fP9OY20RPlD8MA+rBknmvmDhA1tHGMU=,5,0,,3,20121211,20180105
B40nsZvOtYl3dLsVTHcHFekDr1aV54ZEzC6z3vhr5PE=,6,41,,7,20110131,20170317
vrhHooHDYfYtRh9Z+SNVF5bi3QiriLiklOfu5K2xzbk=,1,0,,7,20111120,20170919
ST8Aih3vfLZjWrUL93MTI3EXCeF0b+OzDwKltiipb7I=,1,0,,7,20110112,20170710
2AuaeP5blev17Z+QKcNOI7TSRywy1UDgo+SBrH5Cpco=,8,22,male,7,20140126,20170930
U4CipsgtKT4TOZowKqQU+IJIe4Vz7YkiJpIKypCLLUc=,15,25,male,9,20091217,20171002
oqq72dti618A/fTn3qbV7SioKnaPzE6LnpEuFcpZIQY=,4,53,female,4,20160810,20171025
1z6McXqqBw4bS09kCYJImVqC5QOH76mzGE1TYE/WW7A=,1,0,,7,20160302,20171002
32cgPD/BbmvhjjVCmkovSHFfgeMIlUnJe5ILtcTLUr0=,4,26,male,4,20160417,20171003
DuTOhh+4aqXH0khPf93G2tIiuIfo9rgNao6x65GaWl8=,1,0,,7,20160225,20170302
N+doClC5cg/5l2AFZunuSZAFYPxcwJAMWCruRH+SvrE=,1,0,,7,20150713,20170920
e+hU9rcpes1/67KRpmIvqVQK5u3UT1gmCOhkDqz9J3I=,5,36,male,9,20100629,20180207
PaT2fSmT5mq/Ne8g3zq+IgOLe5g07GnvpvZ0p+n1s10=,22,31,female,9,20070817,20170928
49Vm0xm6d0gKscIO9AO5Hnt4SiVDKfO7HRQinYOEDoQ=,1,0,,7,20140201,20170911
T1KJtc0xjz22adWy/DlI0tvhTgVW4L9wW2+QghePZAQ=,13,25,,9,20150921,20170916
qVyzx/HrfEe5AjsGGOorfgVIz/H/c4s3K0YBTsbw/v4=,1,0,,9,20140207,20170906
W4xgh6AgZ0Q4qrBQvi2gFpniiuM8KsK3ViYFOIkfBJY=,14,21,male,9,20111203,20171016
6SkloLcRRNqeDOA2/4Lz7pb+FpdwlT3VxZ9j78XqjK4=,13,24,female,9,20110611,20170812
sPTWtTllzkc4zWVcQ0EERGlyvC7HOOAXquVyonu+ZWE=,22,34,male,9,20040328,20170930
YYdQJgjemCT/fAv8s+CwfmgDprAQOneJ2M2SdArq9V4=,1,0,,7,20120131,20171005
DKl0uIVc35nNze4T+fKsrC7UxuVsXC9ObPlRU4D4Ip8=,13,21,male,9,20150606,20180304
bHjsQKUV9DXCai0GCjI2KI6+OiguYHwyQLB2dbt/+50=,17,0,,9,20150306,20170107
eTuDxlwU+bzG5onQLoUVmFFPDrFQ14pDuZvEaghNNfo=,1,0,,7,20140118,20170916
/sHR6pryfFtfp2RLp3ja4oNaU1nfoylSjXB1dnXgi1A=,1,0,,7,20110805,20170922
Ytk1Jk6ORYnU7lLpJSbPX2ftH//fnwt7u1HNsXDZcV4=,1,0,,7,20150708,20171003
cawN/88OIgfzw3o43QBFJM8QL+H12koa4U0VbEAUCnM=,1,0,,7,20151104,20171004
uhEkft9Ht4TsUF5wBkmmZbtbaIVESVfiUnMlxHYl0HI=,6,0,female,9,20121125,20170914
P6wkeXoaxUDRVjJy0WvCaSXwmHf4j3qvH38R9YCetlc=,14,0,,3,20140725,20170608
M4RNFcq97PwxzISDXmu7PFdtTnXcxYUqK1wBXkQfLCE=,8,22,male,3,20140331,20170913
BQEqF5cLV5Hr1pTirbgzBxAU5A/bStfWLUfabGi7pGY=,1,0,,7,20101220,20170913
9E79miiy17Xjozz7UrckRCKhZk3kIXM5HqFH2ZUkxVE=,1,0,,7,20130813,20171005
a7IzKka1/o4GoBZ13w2PRfWDTn8JGJTsvF6Vpzb1VUA=,13,48,female,9,20110402,20171003
bEJvXhD1XWK8qi0Lhydk9nt30hOTCkxG0a70s9ZeCEk=,14,0,,9,20160202,20171005
BMEVWSlBTDJ/QvdBhMGR76dAieNUsFFDLn+CpYkzoj4=,5,25,male,9,20120110,20170921
RsgRYbvkpzHuYeyftAUqafUamy/oqf6TIDECd6feRNk=,13,37,female,3,20140905,20180111
U7XQN34s5S+w6i0CKbhW3ryZ6dN4nyeO8yIpR5FnMpo=,13,37,,4,20161023,20170702
SthXpoGWB6kZICzjWDthGHt+ACTcDAz1GcpcChips6w=,1,0,,9,20170107,20170110
KUdLlVxaEqewujvz/OaurL9fsS2XI7kDbbb9BucIkfA=,1,0,,7,20151019,20170919
Ak0Jv/3iBFwR2znIMor47txnurKVFk8zUPxLcG2F7mE=,5,53,female,9,20090827,20170409
nei3Z+Qwk13a0feHphOJZeVijkfZO0w4wEyMUz3DQXg=,1,0,,4,20151109,20170908
1Zb3vN2IrpcAw4v2fchtBQvOA+EdQPE0+62N1XIqXfY=,22,22,male,9,20121223,20170919
2z52+DUdyiMHMKYp9H7xJkoOVPJB98/Kp5GjxCnfM3Y=,5,32,male,9,20140130,20180726
zWy45aXFIdWBnlnOaFwrvjRHFfNGrqnX+sI8grsXUuI=,22,16,female,9,20150412,20180901
E9YC2ESyCjpChhfWJdQyu7gJC0qY77bceoDrMXAtiyo=,5,54,female,9,20110716,20180530
PnIUCyoceCmdAh7XEAKeF7zQ8ev6K1jKWzNfUdufWao=,5,37,female,3,20141014,20170920
k3B0aeDmQDe0NMkCpp6FQG+xrNHzphWhoGUFd9SjN+4=,5,20,male,7,20160224,20170923
dTC+Y8Vt43/d3wEm2LsBayU5D+d3T/BDz6N99BrCZCc=,13,40,female,9,20161129,20170409
l1KG2I6drITI+K+lebyQJoYBbpJX9NxJ/wucoKJqGBs=,1,0,,7,20130716,20170915
jLbGiBDovQb+Uh942np1hwRLgSECP3YVl5+sJSzNah0=,6,32,female,9,20051029,20170930
wChQPPyS6XIbc0dh5YkmhEVmVUsILIb3OsrlaAV+A2A=,6,26,female,7,20110819,20171004
XOa+nA552fOdxfdekVTFsGWzp8IsmS2zHtYVf2ghPUE=,1,0,,7,20161019,20170918
+6EGindx7gTLOQBjRL/p8syqkXqjsa3tm+s56vm9vyw=,14,18,male,3,20150123,20180303
jxWYgHsewoUTxXvg3rkqmep869NeMSwe8l15PPP/y+E=,15,28,female,9,20070418,20171011
WL0/vvXgnNpBf5Z08oww7EkNSUeLLpgbJVy/pLCTB5k=,4,37,male,3,20150222,20170905
purl451R0JzXQyeuJCsQ7PJsrZcDGZOJ6EXVHApS/FE=,12,29,female,3,20150107,20170913
v4UIidiTIxFqURalBTnT0ZuVtZgwwvRqZeiM4JGgNl4=,1,0,,7,20161202,20171001
w1ZqQL8G5SGzk0njrRc2J/eO15ZTkZrFXw6nKcS3Qq4=,13,26,female,7,20150506,20170217
4KFQhmGbVXOB48iQMJ/uvK6So9CJfc0qialcoO8PoyE=,1,0,,4,20161021,20170708
JUFm6sBHE67HVjpyV4nM5rSyCG6gb1KO+bGFy7uKsBk=,1,0,,4,20170111,20170114
i7N2QtNrlMbyDVHDjwr5iwDCXSATQcaKBpucScnY0x0=,1,0,,4,20161128,20170929
m4jDM7IGa0tAsW3ctlSPf/uPQjU2cQRqfrcZabTh6Ic=,22,29,female,9,20090926,20170930
9JE7GiVoOAFte41wGfuU0dt4mBMOlztpdM8hSz1H8xk=,4,20,male,9,20120613,20170925
7lkWijgH/KgTSHAXDQKvPyj7wx0ZmCcFJbYjYPgg0Cw=,14,40,female,3,20151014,20170920
Z7vRRQGsjVxU8cXNXyo9law4GKx/feHC7vfKM42/emI=,13,40,female,7,20130307,20171003
p+WIo6CkdUC6KG0jJGMBtLN1pQc4Z3uu1e56ZMb7v/w=,15,29,female,3,20150808,20170329
jGdnk06PxL/tp+L6zhvC+Vzs1tpcRXNhR7eFQMzMYxg=,1,0,,9,20151009,20180623
2woyI14N7gys31+vHtQBMarOGSlAzs4Pr920FtOxCnE=,6,29,male,4,20160229,20170915
bDJOHlpbvV3onKa104EH/sXyqq/ueBhTclhGZvdI0u4=,22,27,male,7,20121017,20170904
z0DjEVFthtOBKqxgHqslzaYTpcB1TFSjM5DmylGgJQA=,15,0,male,7,20120825,20170917
B40nsZvOtYl3dLsVTHcHFekDr1aV54ZEzC6z3vhr5PE=,6,41,,7,20110131,20170317
X9dFNQYxtrxxF/5DHO96y0EuKSYPo36s3Tp4C7YSCYs=,6,27,,7,20121228,20170717
+LXTSBh43zbjyveB+qS0PL48ewUYy6qowRerfzjHe6M=,1,0,,7,20160805,20171005
3hARFGLV3A8FtuqKj15JATFyb6a/MRvhuLoH+Rh5x4U=,1,0,,7,20160624,20170923
QLDiys4t1dw66mCD54fRe5RxpqopVLqiCq5T9LVAGS4=,21,34,,7,20120610,20170828
vRhcmHojKMZrm8G2X3G8GoN1zY2oGKy/76aFiSpGwx4=,13,35,female,9,20080810,20170921
v1CaniQ5SBl7Q4iO4cAviQydY6N7STtsoHJhWK/RDpc=,1,0,,9,20150909,20170920
3VgrLJqRTxVKMZ10m1+xSB3bYt1tWtGZP/cCKw/bgx0=,5,20,female,9,20140308,20180301
tQdPgAoNxhYtWFqQcqqdWOEFJpxIbLb+OS1aTTRHXaY=,4,24,male,3,20130802,20180307
XIN3GMPUYukTY6ykr7itn3NKULgbrjx44kEa0CBm6UI=,4,25,female,9,20110709,20170813
Xwmsyz2mC3n+FBQE/p6lsUGnG6tPVZhEZnNzivHOSvc=,5,43,female,7,20100415,20180916
OjEW983Ag+SAxV/+gQbeLbuhbU+31IsIafF3Ds5pqnY=,1,0,,9,20160905,20170609
a6uMxhS43vQ++TrVP3jdHT4lFfjw61SlIsCkvigQ5ro=,17,34,female,9,20051124,20171004
0KZatRIW8dstwYu943eWJeNQWAcruU3tjjMxFCYnr2o=,6,34,,7,20101028,20171122
ZIThPCdbFdxx0T+qKaAnQprzkTcoMTJL66Of3nlFGLA=,1,0,,9,20161105,20171112
5irfIzrd6NX6FCurni5XezbnUot32PNXXKLwMkjcAkw=,18,26,male,9,20110404,20180522
3KRe7xVv7NljMOzJ6CmjhUdyvVNbUhJ7HdT/yHyK0SA=,1,0,,7,20150609,20170930
Zq5A5mJoM8ul9NG4ybcBtPsNq/z4wZy7Q4LgeOxnxUU=,5,37,female,9,20080505,20171007
k69wU1OQOgImSDlv+bd3gmu6N/HILIwHD1tiIqWVwlo=,5,27,female,9,20140324,20180104
wChQPPyS6XIbc0dh5YkmhEVmVUsILIb3OsrlaAV+A2A=,6,26,female,7,20110819,20171004
HO3XMxOCZvK6HfYuRxaN6rkIuu1gTjs5MahTV0B0PWk=,1,0,,7,20160411,20170711
V2DY8rwmjGNdFjVuTCcJJpKFhRRypGsGBHaXvA8Gg6M=,1,0,,7,20151014,20170913
DEAPv63/FKTF8Tm5hUqhkKpibv1UelE5gp1XzSwhCkw=,1,0,,7,20140127,20170930
Z+w2gBnMlxGUzwZ9912TxeNR6LSdsvI2IrrUWEUR8Ho=,15,0,,3,20140208,20170920
g8AHNRMHfnygIQlTqXC0RwpeXbHbHtOjDeN4tolCcDU=,12,30,male,7,20160417,20170917
nCMduaEjNPfFYcPOGfII1r9Zc+c/QIyoFzSxmpBULB0=,1,0,,7,20100923,20171004
I81Okkh1TTHvNUw5r6DVkmtQekfricLMkDTZk4V8dHQ=,13,28,,7,20111216,20171017
V74EkRG7xGO+014UwkVQH8D8P4vovIcxM9tSDHSNs0U=,17,0,,7,20110518,20170930
/zgv3nZoj0hrNlLdwuaw33DfjmbKXUdGbGwU4oY7foc=,1,0,,4,20160103,20171028
aqD6ViqW5IKOUO7cUgmzD+lxEZHtSOANx/xIKBMehHc=,13,0,,9,20150528,20170909
THRnoe6r6Yj7hTEHpeF1Vr/YYI3ssnKpoGNNnpQV4Bw=,3,26,male,3,20140928,20170327
KX5pg1pC0J306j/RA8L3vHlU9Z/xD26YJ3kU2ytNVXk=,15,27,male,3,20130331,20171111
YKYT+ttFB7O/TF+hczLGA6R1CxHRz5qjxyGVufXeDgE=,13,0,,7,20110128,20170730
p8Ki95cgLumYiq3rjA9rkUY0oZwCJETgqfATbIWbW8I=,4,40,female,9,20110917,20170811
mXSsKlvq1G1GTxuiQWNjfhGtRVLrj0767kv/M0J4T7Q=,5,26,female,9,20040604,20171017
Ltwj9Q1px05JMm7pWkt6WfBztUjV2GAqFUSQif+OHGg=,13,23,female,3,20130928,20170609
CYXblhUqpw6wREZCiSyarMs2xF4uVeW6Rj9PStkxziM=,15,20,female,3,20150330,20170105
/ngUrSTVbcUCAQRmDarW+LSEnb8K9fphAC4wftuHiT0=,15,21,male,3,20121222,20171007
Yh6/F/cmq+nb/yKNTy0bvTo/J8cGneQsAu+HljVxcHg=,1,0,,4,20161211,20170611
xL00NCMj11KvHFJCT7P+EX78TXHZVKlYWnmCabGwUok=,21,34,male,9,20101224,20180629
j24EPUWytI5OBRGcEkmF3VuDuU21SP0ULx3AmyLnlTU=,9,0,female,3,20141204,20171007
uYapO8rXUfmhzm3uyezd2d8GD9mLhhRcrXGCXp5wgyY=,1,0,,7,20151027,20170930
H6Wjb8vCbMI5QIALqlcpejU37uNUjphr10rbWvBjNeg=,22,23,female,4,20160213,20170910
33QqD8pOdcWJnrwZRGnP4Br8oWF4Y8ecusyKFE8oF+w=,22,29,male,3,20150626,20170914
6HzY2xBuRUDONJbINXAokHYGBdHwT3u3IIlfvKIEVY8=,14,25,male,7,20110428,20170921
QVofjZqPUQY01ItCbqGEffXkJcjoiLIIp1XmpAVvRtk=,4,0,,3,20121014,20170909
qCG0QjEwWUcwQq1sW/RlTQq/mx+kesDSK+LJ0FMb+IQ=,1,0,,3,20130125,20170223
+3RfkckBHS0oQrrjJj7p69bdwJak+qzKq0fhFaeXUxA=,15,22,male,9,20101205,20170930
EBR1+Dr1bUF47Kpa4xK3LYLiHavXc8a7qOAuXaTEmf8=,4,32,female,7,20130721,20170921
I9JgbVzy7BKtDpffFWXrFQwh75o/Im8+7yCi3b7b0yU=,1,0,,9,20150710,20170712
UeQD+nsYHQe2I3t4eAnSaQH3BUGaySHPNFbvnx1tQlo=,13,17,female,4,20160804,20170909
0c1pwtabYDKg0EAFk3JB6/2dLxIVP4cK18gT0pRps3s=,5,21,male,3,20140430,20171006
chz5q+ytInEkNCuBHAuFgTze+s75YrSyuE24ZLSdFQM=,13,43,female,9,20121211,20171211
7hp0FTysYV9sgfv31NDi8bky7vFrtUOwM8skzawVzkI=,1,0,,7,20161218,20170918
8MlTumY00sNSGlh76CnDNgXEsBYDl0WzInJjQ5KPma4=,15,42,female,9,20081205,20171006
a5l8dCOTeGPJ6tGD9OCFFq9JE+LEIJmUd/8zTrO03dg=,1,0,,3,20130201,20170911
49Vm0xm6d0gKscIO9AO5Hnt4SiVDKfO7HRQinYOEDoQ=,1,0,,7,20140201,20170911
H2od3/jBbKh3g3B/4fvmG1iZjAvZkbB5vIqA5h43RZ4=,6,30,male,9,20040729,20170930
NaLK+Cd271o+KFG9BywK1pNZD00pPDte/qj4TqWRH7U=,6,0,,9,20140315,20170914
Na6JHJlsNb1oTEUZGLgakqQOREPA15zCaPjaN41mAnQ=,14,38,male,9,20100412,20180208
VsrgjJw4b6s/mZn0Kyd46O6lbW+6zIyNtMCI5tJlewM=,4,24,male,9,20111031,20170930
EwaD5yuFiyTQJ92KdvT2TxDhZoKGcTAHxYPp1rtBz7w=,5,20,female,3,20160126,20170314
BTnIIZTUkvW/j2Ko7DOVim1v1h8Z1EVSCt9Ni7uCuXA=,1,0,,7,20111222,20171007
Cm0isDuxtMTZ+w3zzNIltrOq0T2YdEzMiC3YK5yU2gU=,13,25,male,9,20140228,20170612
krUDhPg9XQCX459xmiEuPtA4taqSD9gVfmZXlxxfo60=,15,31,female,9,20100420,20170925
HD10HKPZFa5IZHFLXQ5VtzF2fEKTo9DEmy/6nOW2WGc=,22,25,male,9,20131227,20180910
EYEY/TwzejIJzEcsXfodBJtge4HOTI3Wks1s6PCvz/g=,8,27,female,7,20151120,20170919
I45dhtujD4EuSYphBDNzOQIG/wSADAInl1BxOZvvysg=,1,0,,3,20130210,20170817
OojHA1e2QUtWvNhc90g6VeJKwTDTJeUGAIhZj2iFYEg=,5,31,female,4,20170105,20170609
n2npXk033DshFUAOCKamPXsbysTsf2UXMCb4vbwDb8w=,17,20,female,7,20131005,20171004
cTJzPbH3v8DzAhfa/gHdsmEw62LPyHcjJbmiVt4kkTM=,1,0,,7,20160626,20170930
8Bjj4fHpp8I2cGs8AcPKBbaFzorjFQrPctbwKYvVWjE=,4,0,,9,20150217,20170824
DrwcPdMSLpTvqFJ7a7xKITGWFHB7+aPMrWy1FV94ZJ0=,1,0,,7,20130314,20171004
yXMHJOOiRE/mEYlUnNNO+f4ynUE4FgcOOEJ1RHSt+Jo=,1,46,female,3,20150808,20171001
SbADXTyCOmTql9aUblOJybh9E55fpItGK2+MNeTRVkY=,1,0,,7,20130109,20170920
/NFMlPP8FvyxVLHcSA4af/BfbRvGXwD+IYpZqVylb7I=,1,0,,7,20121228,20170930
EooBbquZ4vRpBV17rtnr2W+gdm6fD6fbsmBeK1IbmAs=,13,22,female,9,20160918,20170920
S7CMolTRHVHHR+/zXLtRsuk3Ko5RSYM2rbl6Yj+WjXg=,9,32,male,7,20111226,20170920
IErp6N85wXqs2fApqa1bZjJEECOcoW2YiEVuZ7IvGpI=,22,20,female,7,20110103,20171003
hWL1vOh/hj45JZTgeK3olMMqjE/l+RjkjRIEqsUdxVw=,1,0,,7,20150320,20171006
XPTcj7tTUtXjjgaYCFM3HcbiB8xcZlT8PvgGQNvQsAk=,14,31,female,9,20050520,20171010
KOO3jRfTTBKpdLD5RemyYR3iUnqV8YpX1fzBn0PlEAM=,1,0,,7,20151106,20171005
foL2FMJIFducUQZhvz82ektoY5dpI889K1t7i+pAvs8=,13,0,,9,20160110,20180402
00qmlWC3H/cjf2Ig1li5xIO0VNDRgBX0f9ilouDBEZs=,14,21,male,3,20131016,20170911
2yBzq7nUBV99ankkp7O46elZikHVB5BvqHcr2Lzetlc=,5,22,male,3,20120922,20180701
NC9TCehhu4ulSJIr3dv3AnJ92lyE6tltjdVpx4vXhzs=,22,0,,9,20110819,20180209
RbD+79w0a8HsIkIjYfktqGy+489Ox3WDYei+tU8CNg0=,13,0,,9,20120117,20170915
KTB17PqGuQVT/c3diczfzzj2UPqQKTm+GC0QMxf0mT4=,1,0,,9,20130224,20170331
Ttv29hmA53JJARqViA38zz8a9Coaum7ReOTvK1o5KGk=,1,0,,7,20120818,20170908
YQiox2a4tbRbNBaL+VfOLH8oea77HPJMPWRh8euXZqM=,13,20,male,3,20120523,20180523
ZdJteDvos9T+xLQztWyTffvN3WMuSxUhQl2U8TRrU+w=,13,22,male,9,20110624,20170812
tDQInCseeuLq31wmV1g2EQektP0419GI39lYcIqoVlg=,9,0,female,7,20140311,20170918
RPwqJx5leg4QNsaAIURXrLwsgvAAiUjyvz0bKy6e4Pc=,1,0,,7,20130125,20171003
tNvUsQwOJX5OgGsBBN9to3vI+DoUc6S1BFgNXUaYoo0=,21,0,male,3,20140118,20171016
8hc4aXk39tbI0FC1lmkAd4w9EKzMGY/f9B1XfoV+LyQ=,12,20,male,7,20120711,20170912
vcFsIr/nXcLPh6/DJ8GOz3EZkvEFX0QcJjDVd0BkxQU=,1,0,,7,20150805,20170702
GnROqYKAiTNZKeL9N5Rbkhxv3aHEJC5fDiVWfZcKbYg=,21,0,,9,20160120,20170926
fe/PGmsNh6K+IYM/ugC5Fzb2Fh6IEjZjYX+oYPT5ihI=,5,36,male,3,20151030,20170918
1wiu2UfN0BNhHfPTrDS3S/rQkX/vnwDoKH6ODTUdH9k=,5,52,male,9,20111204,20180907
EDnrIwZHEadzqdNbXDr21d4oxmTEpNqLFhlItDNxJ/4=,12,28,female,9,20161127,20171204
nnK1S+B+kVNLKiHL8pN5glpuO8Rg9koiO4+VZR+iVRc=,15,28,male,9,20070325,20170930
S4DD6odrqSnKXZ16daCuxByh6EhwWDvmqWYKnRssT8M=,13,22,female,3,20130704,20170914
OyELWVNKZMJtqg+BFArzAokp8bn+pGhBWbCZaxyLIus=,1,0,,7,20130821,20171004
uXUBjmeHaTgkRr94YJd5bebPNn7C1oGMU99QeWorGfw=,13,36,male,9,20110623,20170930
87Gl0dS9ASOPwD8PtCUXHvidBMUHKicygRwLbLaRYeM=,14,28,male,9,20041028,20171012
PoyNjNs6uU4w4mv7hJnL1uyWge7vWeM3ZvvecsMsZ9M=,4,25,male,9,20111001,20170909
6aH1YAi5YwvZUHtpjEaMQwM0p4wP4XLrkWQSdXDF9L8=,15,44,,7,20110602,20180412
X7io4sH1XFx7Nn2Kv4yr4zESvRvflpCKJ88QyXmllDw=,12,27,male,9,20080401,20170914
juEZ73/Nh3aeEzlLPHrJZtkVEwxo6xEILiJmE/ahnbw=,1,0,,4,20160828,20170206
XkORogCcAwIoTSBptOED51tv9wXQ2WCEqGgvwqKsyU0=,1,0,,4,20151116,20181014
ILmc1ZZthNE2TKdSsCOuz4SeBy4BK6GavW0DEgWkGm0=,5,30,male,9,20120906,20170915
LxfIvtDj+f+3XFreJe9FET/osOASyHevAyuO+BzgjeU=,5,27,male,9,20141107,20170910
ggCaYqq5MBDwIiJtW2ZKgHcIFLUIyjDaPTkLRe/OhGs=,5,25,male,9,20120607,20180424
4ch/95Al1m/YwmSOz5PdTlseOZmAf0jlgIorRFLrDxQ=,1,0,,7,20161211,20170911
WGUj+1odpnJ+64DU3NHR6BTvCYX/rn8SSrhbXjN/KWI=,1,0,,7,20130722,20171003
FzjTT2e6ATiwzH7uzCBcU4cHsoB1fbMcf4vH2xD7t58=,1,0,,7,20140111,20171006
0UtJIJp1S+Jab4sda0b6Pn70FkdoLeAZUhLb0HU8Kbs=,13,25,female,9,20051117,20170804
s/RuE6sLR5CuSQSIZX+Qw1XgQSJiUiabGo3RSYyvq+I=,1,0,,7,20151226,20170930
i4JD3BeIvd4R3bQRLs3hcnu3hLZ5dKdI4ZXXaLVHJxw=,13,0,male,9,20111119,20171003
